Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,KeyBrowser,MediaType,Encryption,hour,Src IP,Dst IP
49132,443,6,90513641.0,32.0,41.0,3369.0,21725.0,261.0,0.0,105.25,110.5625,1460.0,0.0,530.0,619.0,277.2399798,0.80650827,1257133.875,7451707.5,45055648.0,5.0,90513169.0,2919779.75,11242855.0,45056049.0,276.0,90513350.0,2262833.75,9937670.0,45056120.0,5.0,1.0,0.0,0.0,0.0,640.0,820.0,0.3535378575325012,0.45297038555145264,0.0,1460.0,342.75,509.5,259583.078125,0.0,0.0,0.0,34.0,73.0,0.0,0.0,0.0,1.0,347.25,105.25,530.0,0.0,0.0,0.0,0.0,45.0,56568.0,0.0,46.0,0.0,297.0,2640.0,1918.0,20.0,20.0,0,0,0,0,1437760000000000.0,12970218.0,1437770000000000.0,1437760000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740920
34481,443,6,106135081.0,30.0,30.0,22289.0,680.0,1460.0,0.0,743.0,684.5,186.0,0.0,22.671875,46.09375,216.4128937,0.565317324,1798899.625,8368478.5,45039110.0,13.0,106134649.0,3659815.5,11748066.0,45039483.0,49.0,106134727.0,3659818.25,11747976.0,45039328.0,13.0,0.0,0.0,0.0,0.0,600.0,600.0,0.2826586663722992,0.2826586663722992,0.0,1460.0,400.5,613.5,376204.28125,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,1.0,407.25,743.0,22.671875,0.0,0.0,0.0,0.0,14.0,11207.0,0.0,371.0,0.0,11.0,2640.0,2970.0,20.0,20.0,0,0,0,0,1437770000000000.0,31153376.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180905
50953,5228,6,90112487.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066583447,18022498.0,24677726.0,45055666.0,392.0,90112018.0,45056008.0,69.29646301269531,45056058.0,45055960.0,90112045.0,45056024.0,159.09902954101562,45056135.0,45055910.0,0.0,0.0,0.0,0.0,60.0,60.0,0.03329172357916832,0.03329172357916832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,1315.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787576.0,1437770000000000.0,1437760000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740988
41313,443,6,86022308.0,9.0,9.0,2879.0,1060.0,1460.0,0.0,320.0,598.0,498.0,0.0,117.75,215.375,45.79044775,0.209248048,5060136.0,14121174.0,45055326.0,16.0,86021950.0,10752744.0,19643166.0,45055941.0,45.0,86021693.0,10752712.0,19642968.0,45055851.0,16.0,0.0,0.0,0.0,0.0,180.0,180.0,0.10462402552366257,0.10462402552366257,0.0,1460.0,207.375,438.5,192293.34375,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,1.0,218.875,320.0,117.75,0.0,0.0,0.0,0.0,7.0,3848.0,0.0,159.0,0.0,58.0,14626.0,5386.0,4.0,20.0,0,0,0,0,1437770000000000.0,24283926.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180918
41995,443,6,101242010.0,18.0,18.0,1490.0,3970.0,485.0,0.0,82.75,126.1875,1213.0,0.0,220.5,355.75,53.93018175,0.355583616,2892628.75,10611581.0,45120787.0,17.0,101241749.0,5955397.0,14829529.0,45121069.0,638.0,101241815.0,5955401.0,14829390.0,45121048.0,598.0,1.0,0.0,0.0,0.0,360.0,360.0,0.1777918040752411,0.1777918040752411,0.0,1213.0,149.875,268.5,72123.953125,0.0,0.0,0.0,16.0,36.0,0.0,0.0,0.0,1.0,154.0,82.75,220.5,0.0,0.0,0.0,0.0,5.0,3867.0,0.0,41.0,0.0,110.0,1892.0,1248.0,9.0,20.0,0,0,0,0,1437770000000000.0,20716782.0,1437770000000000.0,1437760000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740932
57157,443,6,104050917.0,27.0,32.0,5119.0,1751.0,693.0,0.0,189.625,239.125,207.0,0.0,54.71875,80.3125,66.02536718,0.567030082,1793981.375,7175783.5,45045224.0,14.0,104050582.0,4001945.5,10402820.0,45045533.0,320.0,104050660.0,3356473.0,9616919.0,45045559.0,217.0,1.0,0.0,0.0,0.0,540.0,640.0,0.2594883441925049,0.30754172801971436,0.0,693.0,126.0625,196.5,38630.48828125,0.0,0.0,0.0,31.0,59.0,0.0,0.0,0.0,1.0,128.125,189.625,54.71875,0.0,0.0,0.0,0.0,7.0,1306.0,0.0,86.0,0.0,29.0,2640.0,2598.0,18.0,20.0,0,0,0,0,1437770000000000.0,25545710.0,1437770000000000.0,1437760000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627736163
45258,443,6,90586766.0,6.0,7.0,383.0,324.0,245.0,0.0,63.84375,95.0,255.0,0.0,46.28125,95.5625,7.804672042,0.143508821,7548897.0,17511414.0,45055570.0,165.0,90586197.0,18117240.0,24575652.0,45056003.0,726.0,90586276.0,15097713.0,23206874.0,45057901.0,401.0,1.0,0.0,0.0,0.0,120.0,140.0,0.06623484194278717,0.07727397978305817,0.0,255.0,68.0,101.75,10355.5380859375,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,1.0,73.25,63.84375,46.28125,0.0,0.0,0.0,0.0,5.0,1495.0,0.0,29.0,0.0,24.0,2257.0,1204.0,2.0,20.0,0,0,0,0,1437770000000000.0,30456672.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189141
47874,443,6,90104287.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066589506,18020858.0,24675570.0,45055618.0,265.0,90104022.0,45052012.0,5631.3984375,45055993.0,45048029.0,90103819.0,45051908.0,5619.37744140625,45055883.0,45047936.0,0.0,0.0,0.0,0.0,60.0,60.0,0.03329475224018097,0.03329475224018097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2075.0,1114.0,0.0,20.0,0,0,0,0,1437770000000000.0,36784316.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189094
47698,443,6,90112415.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665835,18022484.0,24677764.0,45055623.0,348.0,90112003.0,45056000.0,57.27565002441406,45056042.0,45055961.0,90111996.0,45056000.0,38.18376541137695,45056025.0,45055971.0,0.0,0.0,0.0,0.0,60.0,60.0,0.03329174965620041,0.03329174965620041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,1959.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787616.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189093
57468,443,6,104202473.0,40.0,50.0,13968.0,23958.0,1460.0,0.0,349.25,561.5,1460.0,0.0,479.25,588.0,363.9644906,0.86370311,1170814.25,6805569.0,45055689.0,9.0,104202170.0,2671850.5,10156041.0,45056027.0,42.0,104202026.0,2126572.0,9101591.0,45055992.0,9.0,1.0,0.0,0.0,0.0,800.0,1000.0,0.3838680386543274,0.47983506321907043,0.0,1460.0,420.25,574.0,329388.59375,0.0,0.0,0.0,33.0,90.0,0.0,0.0,0.0,1.0,424.75,349.25,479.25,0.0,0.0,0.0,0.0,24.0,16464.0,0.0,155.0,0.0,266.0,2640.0,2640.0,20.0,20.0,0,0,0,0,1437770000000000.0,14268148.0,1437770000000000.0,1437760000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189130
57457,443,6,90176018.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066536538,18035204.0,24695156.0,45119089.0,353.0,90175602.0,45087800.0,44936.63671875,45119576.0,45056026.0,90175531.0,45087764.0,44797.3359375,45119442.0,45056089.0,0.0,0.0,0.0,0.0,60.0,60.0,0.033268269151449203,0.033268269151449203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,2142.0,0.0,20.0,0,0,0,0,1437770000000000.0,36813550.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189130
47874,443,6,59904266.0,2.0,4.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,38.5,77.0,2.570768499,0.100159812,11980853.0,19575354.0,45055748.0,77.0,45056024.0,45056024.0,0.0,45056024.0,45056024.0,59903990.0,19967996.0,22960168.0,45055961.0,77.0,0.0,0.0,0.0,0.0,40.0,80.0,0.033386602997779846,0.06677320599555969,0.0,154.0,22.0,58.21875,3388.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,25.671875,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2075.0,1114.0,0.0,20.0,0,0,0,0,1437770000000000.0,31195282.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189094
47698,443,6,59650091.0,3.0,3.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,51.34375,88.9375,2.581722801,0.100586603,11930018.0,19566058.0,45055596.0,393.0,59650091.0,29825046.0,21539806.0,45055989.0,14594102.0,59648604.0,29824302.0,21540950.0,45056054.0,14592550.0,0.0,0.0,0.0,0.0,60.0,60.0,0.05029330030083656,0.05029330030083656,0.0,154.0,22.0,58.21875,3388.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,25.671875,0.0,51.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2640.0,1959.0,0.0,20.0,0,0,0,0,1437770000000000.0,31093222.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189093
57457,443,6,59690811.0,2.0,4.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,38.5,77.0,2.579961596,0.100517984,11938162.0,19567640.0,45055573.0,81.0,45056011.0,45056012.0,0.0,45056011.0,45056011.0,59690373.0,19896792.0,22984292.0,45055945.0,81.0,0.0,0.0,0.0,0.0,40.0,80.0,0.03350599482655525,0.0670119896531105,0.0,154.0,22.0,58.21875,3388.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,25.671875,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1181.0,2142.0,0.0,20.0,0,0,0,0,1437770000000000.0,31109888.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189130
57361,443,6,119951935.0,304.0,311.0,169583.0,26564.0,1460.0,0.0,558.0,607.0,996.0,0.0,85.4375,179.75,1635.213304,5.127053599,195361.453125,740408.0,7159955.0,3.0,119951799.0,395880.53125,1019675.25,7160182.0,22.0,119951704.0,386940.96875,1006941.75,7160274.0,7.0,0.0,0.0,0.0,0.0,6080.0,6220.0,2.534348487854004,2.592705249786377,0.0,1460.0,320.75,505.75,255789.546875,0.0,0.0,0.0,242.0,615.0,0.0,0.0,0.0,1.0,321.25,558.0,85.4375,0.0,0.0,0.0,0.0,13.0,4228.0,0.0,275.0,0.0,43.0,21142.0,8323.0,215.0,20.0,0,0,0,0,1437770000000000.0,35633524.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627735182
49132,443,6,104786818.0,4.0,4.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,38.5,77.0,1.469650505,0.076345481,14969545.0,21239634.0,45055825.0,251.0,104786818.0,34928940.0,17540642.0,45056076.0,14674750.0,104785618.0,34928540.0,17541502.0,45056200.0,14673357.0,0.0,0.0,0.0,0.0,80.0,80.0,0.03817274048924446,0.03817274048924446,0.0,154.0,17.109375,51.34375,2635.111083984375,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,19.25,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2640.0,1918.0,0.0,20.0,0,0,0,0,1437770000000000.0,41575416.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740920
443,56254,6,111585868.0,247.0,235.0,13451.0,124332.0,1460.0,0.0,54.46875,118.625,1460.0,0.0,529.0,583.5,1234.771055,4.319543403,231987.25,1205828.375,13338817.0,6.0,111549551.0,453453.46875,1658215.25,13339032.0,6.0,111585798.0,476862.375,1700700.75,13339242.0,20.0,0.0,0.0,0.0,0.0,4940.0,4700.0,2.2135419845581055,2.106001377105713,0.0,1460.0,288.25,481.25,231686.109375,0.0,0.0,0.0,205.0,482.0,0.0,0.0,0.0,0.0,289.0,54.46875,529.0,0.0,0.0,0.0,0.0,20.0,4245.0,0.0,27.0,0.0,257.0,9520.0,9520.0,93.0,20.0,0,0,0,0,1440000000000000.0,35660220.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,2915180897,177772555
34702,19305,6,119997944.0,3494.0,3180.0,187488.0,492160.0,175.0,0.0,53.65625,50.59375,1184.0,0.0,154.75,197.0,5663.830374,55.61761958,17982.607421875,18423.26953125,125670.0,18.0,119995436.0,34353.1171875,26071.09765625,141392.0,104.0,119937453.0,37728.04296875,23920.130859375,133509.0,176.0,0.0,0.0,0.0,0.0,69880.0,63600.0,29.117164611816406,26.50045394897461,0.0,1184.0,101.8125,149.625,22369.95703125,0.0,0.0,0.0,4160.0,6674.0,0.0,0.0,0.0,0.0,101.8125,53.65625,154.75,0.0,0.0,0.0,0.0,4160.0,5666.0,0.0,28.0,0.0,73.0,5292.0,5292.0,2381.0,20.0,0,0,0,0,1437770000000000.0,34537396.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189119
41995,443,6,104732111.0,3.0,5.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,30.796875,68.875,1.47041818,0.07638536,14961730.0,21239940.0,45056115.0,68.0,90112545.0,45056272.0,376.8879089355469,45056539.0,45056006.0,104731761.0,26182940.0,22595514.0,45056502.0,68.0,0.0,0.0,0.0,0.0,60.0,100.0,0.028644509613513947,0.04774085059762001,0.0,154.0,17.109375,51.34375,2635.111083984375,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,19.25,0.0,30.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2640.0,1248.0,0.0,20.0,0,0,0,0,1437770000000000.0,41560024.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740932
45258,443,6,104786006.0,4.0,5.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,30.796875,68.875,1.469661894,0.085889331,13098251.0,20363806.0,45055732.0,30.0,104785976.0,34928660.0,17541014.0,45056085.0,14674040.0,104785454.0,26196364.0,22586096.0,45056350.0,124.0,0.0,0.0,0.0,0.0,80.0,100.0,0.03817303478717804,0.04771629348397255,0.0,154.0,15.3984375,48.6875,2371.60009765625,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,17.109375,0.0,30.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2440.0,1204.0,0.0,20.0,0,0,0,0,1437770000000000.0,39566696.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189141
34481,443,6,90958081.0,9.0,9.0,3828.0,340.0,1460.0,0.0,425.25,618.0,271.0,0.0,37.78125,90.375,45.82330623,0.197893357,5350475.5,14950898.0,45120268.0,19.0,90957550.0,11369694.0,20802072.0,45120563.0,154.0,90957683.0,11369710.0,20801998.0,45120799.0,19.0,0.0,0.0,0.0,0.0,180.0,180.0,0.09894667565822601,0.09894667565822601,0.0,1460.0,296.25,539.0,290450.0625,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,1.0,312.75,425.25,37.78125,0.0,0.0,0.0,0.0,7.0,5110.0,0.0,212.0,0.0,18.0,2640.0,2970.0,4.0,20.0,0,0,0,0,1440000000000000.0,26190466.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180905
